ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
48000
ITEM: BOX BOUNDS pp pp pp
-28.2935 28.2935
-28.2935 28.2935
-169.761 169.761
ITEM: ATOMS id type xs ys zs
125 1 0.525 0.125 0.00416667
48 1 0.575 0.075 0.00416667
129 1 0.6 0.1 0
133 1 0.625 0.125 0.00416667
56 1 0.675 0.075 0.00416667
131 1 0.65 0.1 0.00833333
137 1 0.7 0.1 0
64 1 0.775 0.075 0.00416667
139 1 0.75 0.1 0.00833333
141 1 0.725 0.125 0.00416667
145 1 0.8 0.1 0
147 1 0.85 0.1 0.00833333
149 1 0.825 0.125 0.00416667
72 1 0.875 0.075 0.00416667
153 1 0.9 0.1 0
157 1 0.925 0.125 0.00416667
80 1 0.975 0.075 0.00416667
155 1 0.95 0.1 0.00833333
82 1 0 0.15 0.00833333
84 1 0.05 0.15 0
161 1 0 0.2 0
163 1 0.05 0.2 0.00833333
88 1 0.075 0.175 0.00416667
90 1 0.1 0.15 0.00833333
169 1 0.1 0.2 0
92 1 0.15 0.15 0
96 1 0.175 0.175 0.00416667
98 1 0.2 0.15 0.00833333
171 1 0.15 0.2 0.00833333
177 1 0.2 0.2 0
100 1 0.25 0.15 0
104 1 0.275 0.175 0.00416667
179 1 0.25 0.2 0.00833333
106 1 0.3 0.15 0.00833333
108 1 0.35 0.15 0
185 1 0.3 0.2 0
187 1 0.35 0.2 0.00833333
112 1 0.375 0.175 0.00416667
114 1 0.4 0.15 0.00833333
193 1 0.4 0.2 0
116 1 0.45 0.15 0
120 1 0.475 0.175 0.00416667
195 1 0.45 0.2 0.00833333
122 1 0.5 0.15 0.00833333
124 1 0.55 0.15 0
201 1 0.5 0.2 0
203 1 0.55 0.2 0.00833333
128 1 0.575 0.175 0.00416667
130 1 0.6 0.15 0.00833333
209 1 0.6 0.2 0
132 1 0.65 0.15 0
136 1 0.675 0.175 0.00416667
138 1 0.7 0.15 0.00833333
211 1 0.65 0.2 0.00833333
217 1 0.7 0.2 0
140 1 0.75 0.15 0
144 1 0.775 0.175 0.00416667
219 1 0.75 0.2 0.00833333
146 1 0.8 0.15 0.00833333
148 1 0.85 0.15 0
225 1 0.8 0.2 0
227 1 0.85 0.2 0.00833333
152 1 0.875 0.175 0.00416667
154 1 0.9 0.15 0.00833333
233 1 0.9 0.2 0
156 1 0.95 0.15 0
160 1 0.975 0.175 0.00416667
235 1 0.95 0.2 0.00833333
162 1 0 0.25 0.00833333
164 1 0.05 0.25 0
165 1 0.025 0.225 0.00416667
168 1 0.075 0.275 0.00416667
170 1 0.1 0.25 0.00833333
173 1 0.125 0.225 0.00416667
172 1 0.15 0.25 0
176 1 0.175 0.275 0.00416667
178 1 0.2 0.25 0.00833333
180 1 0.25 0.25 0
181 1 0.225 0.225 0.00416667
184 1 0.275 0.275 0.00416667
186 1 0.3 0.25 0.00833333
188 1 0.35 0.25 0
189 1 0.325 0.225 0.00416667
192 1 0.375 0.275 0.00416667
194 1 0.4 0.25 0.00833333
197 1 0.425 0.225 0.00416667
196 1 0.45 0.25 0
200 1 0.475 0.275 0.00416667
202 1 0.5 0.25 0.00833333
204 1 0.55 0.25 0
205 1 0.525 0.225 0.00416667
208 1 0.575 0.275 0.00416667
210 1 0.6 0.25 0.00833333
213 1 0.625 0.225 0.00416667
212 1 0.65 0.25 0
216 1 0.675 0.275 0.00416667
218 1 0.7 0.25 0.00833333
220 1 0.75 0.25 0
221 1 0.725 0.225 0.00416667
224 1 0.775 0.275 0.00416667
226 1 0.8 0.25 0.00833333
228 1 0.85 0.25 0
229 1 0.825 0.225 0.00416667
232 1 0.875 0.275 0.00416667
234 1 0.9 0.25 0.00833333
237 1 0.925 0.225 0.00416667
236 1 0.95 0.25 0
240 1 0.975 0.275 0.00416667
241 1 0 0.3 0
242 1 0 0.35 0.00833333
243 1 0.05 0.3 0.00833333
244 1 0.05 0.35 0
245 1 0.025 0.325 0.00416667
249 1 0.1 0.3 0
250 1 0.1 0.35 0.00833333
253 1 0.125 0.325 0.00416667
251 1 0.15 0.3 0.00833333
252 1 0.15 0.35 0
257 1 0.2 0.3 0
258 1 0.2 0.35 0.00833333
259 1 0.25 0.3 0.00833333
260 1 0.25 0.35 0
261 1 0.225 0.325 0.00416667
265 1 0.3 0.3 0
266 1 0.3 0.35 0.00833333
267 1 0.35 0.3 0.00833333
268 1 0.35 0.35 0
269 1 0.325 0.325 0.00416667
273 1 0.4 0.3 0
274 1 0.4 0.35 0.00833333
277 1 0.425 0.325 0.00416667
275 1 0.45 0.3 0.00833333
276 1 0.45 0.35 0
281 1 0.5 0.3 0
282 1 0.5 0.35 0.00833333
283 1 0.55 0.3 0.00833333
284 1 0.55 0.35 0
285 1 0.525 0.325 0.00416667
289 1 0.6 0.3 0
290 1 0.6 0.35 0.00833333
293 1 0.625 0.325 0.00416667
291 1 0.65 0.3 0.00833333
292 1 0.65 0.35 0
297 1 0.7 0.3 0
298 1 0.7 0.35 0.00833333
299 1 0.75 0.3 0.00833333
300 1 0.75 0.35 0
301 1 0.725 0.325 0.00416667
305 1 0.8 0.3 0
306 1 0.8 0.35 0.00833333
307 1 0.85 0.3 0.00833333
308 1 0.85 0.35 0
309 1 0.825 0.325 0.00416667
313 1 0.9 0.3 0
314 1 0.9 0.35 0.00833333
317 1 0.925 0.325 0.00416667
315 1 0.95 0.3 0.00833333
316 1 0.95 0.35 0
321 1 0 0.4 0
323 1 0.05 0.4 0.00833333
325 1 0.025 0.425 0.00416667
248 1 0.075 0.375 0.00416667
329 1 0.1 0.4 0
333 1 0.125 0.425 0.00416667
256 1 0.175 0.375 0.00416667
331 1 0.15 0.4 0.00833333
337 1 0.2 0.4 0
264 1 0.275 0.375 0.00416667
339 1 0.25 0.4 0.00833333
341 1 0.225 0.425 0.00416667
345 1 0.3 0.4 0
347 1 0.35 0.4 0.00833333
349 1 0.325 0.425 0.00416667
272 1 0.375 0.375 0.00416667
353 1 0.4 0.4 0
357 1 0.425 0.425 0.00416667
280 1 0.475 0.375 0.00416667
355 1 0.45 0.4 0.00833333
361 1 0.5 0.4 0
363 1 0.55 0.4 0.00833333
365 1 0.525 0.425 0.00416667
288 1 0.575 0.375 0.00416667
369 1 0.6 0.4 0
373 1 0.625 0.425 0.00416667
296 1 0.675 0.375 0.00416667
371 1 0.65 0.4 0.00833333
377 1 0.7 0.4 0
304 1 0.775 0.375 0.00416667
379 1 0.75 0.4 0.00833333
381 1 0.725 0.425 0.00416667
385 1 0.8 0.4 0
387 1 0.85 0.4 0.00833333
389 1 0.825 0.425 0.00416667
312 1 0.875 0.375 0.00416667
393 1 0.9 0.4 0
397 1 0.925 0.425 0.00416667
320 1 0.975 0.375 0.00416667
395 1 0.95 0.4 0.00833333
322 1 0 0.45 0.00833333
324 1 0.05 0.45 0
328 1 0.075 0.475 0.00416667
330 1 0.1 0.45 0.00833333
332 1 0.15 0.45 0
336 1 0.175 0.475 0.00416667
338 1 0.2 0.45 0.00833333
340 1 0.25 0.45 0
344 1 0.275 0.475 0.00416667
346 1 0.3 0.45 0.00833333
348 1 0.35 0.45 0
352 1 0.375 0.475 0.00416667
354 1 0.4 0.45 0.00833333
356 1 0.45 0.45 0
360 1 0.475 0.475 0.00416667
362 1 0.5 0.45 0.00833333
364 1 0.55 0.45 0
368 1 0.575 0.475 0.00416667
370 1 0.6 0.45 0.00833333
372 1 0.65 0.45 0
376 1 0.675 0.475 0.00416667
378 1 0.7 0.45 0.00833333
380 1 0.75 0.45 0
384 1 0.775 0.475 0.00416667
386 1 0.8 0.45 0.00833333
388 1 0.85 0.45 0
392 1 0.875 0.475 0.00416667
394 1 0.9 0.45 0.00833333
396 1 0.95 0.45 0
400 1 0.975 0.475 0.00416667
401 1 0 0.5 0
402 1 0 0.55 0.00833333
403 1 0.05 0.5 0.00833333
404 1 0.05 0.55 0
405 1 0.025 0.525 0.00416667
409 1 0.1 0.5 0
410 1 0.1 0.55 0.00833333
413 1 0.125 0.525 0.00416667
411 1 0.15 0.5 0.00833333
412 1 0.15 0.55 0
417 1 0.2 0.5 0
418 1 0.2 0.55 0.00833333
419 1 0.25 0.5 0.00833333
420 1 0.25 0.55 0
421 1 0.225 0.525 0.00416667
425 1 0.3 0.5 0
426 1 0.3 0.55 0.00833333
427 1 0.35 0.5 0.00833333
428 1 0.35 0.55 0
429 1 0.325 0.525 0.00416667
433 1 0.4 0.5 0
434 1 0.4 0.55 0.00833333
437 1 0.425 0.525 0.00416667
435 1 0.45 0.5 0.00833333
436 1 0.45 0.55 0
441 1 0.5 0.5 0
442 1 0.5 0.55 0.00833333
443 1 0.55 0.5 0.00833333
444 1 0.55 0.55 0
445 1 0.525 0.525 0.00416667
449 1 0.6 0.5 0
450 1 0.6 0.55 0.00833333
453 1 0.625 0.525 0.00416667
451 1 0.65 0.5 0.00833333
452 1 0.65 0.55 0
457 1 0.7 0.5 0
458 1 0.7 0.55 0.00833333
459 1 0.75 0.5 0.00833333
460 1 0.75 0.55 0
461 1 0.725 0.525 0.00416667
465 1 0.8 0.5 0
466 1 0.8 0.55 0.00833333
467 1 0.85 0.5 0.00833333
468 1 0.85 0.55 0
469 1 0.825 0.525 0.00416667
473 1 0.9 0.5 0
474 1 0.9 0.55 0.00833333
477 1 0.925 0.525 0.00416667
475 1 0.95 0.5 0.00833333
476 1 0.95 0.55 0
481 1 0 0.6 0
483 1 0.05 0.6 0.00833333
485 1 0.025 0.625 0.00416667
408 1 0.075 0.575 0.00416667
489 1 0.1 0.6 0
493 1 0.125 0.625 0.00416667
416 1 0.175 0.575 0.00416667
491 1 0.15 0.6 0.00833333
497 1 0.2 0.6 0
424 1 0.275 0.575 0.00416667
499 1 0.25 0.6 0.00833333
501 1 0.225 0.625 0.00416667
505 1 0.3 0.6 0
507 1 0.35 0.6 0.00833333
509 1 0.325 0.625 0.00416667
432 1 0.375 0.575 0.00416667
513 1 0.4 0.6 0
517 1 0.425 0.625 0.00416667
440 1 0.475 0.575 0.00416667
515 1 0.45 0.6 0.00833333
521 1 0.5 0.6 0
523 1 0.55 0.6 0.00833333
525 1 0.525 0.625 0.00416667
448 1 0.575 0.575 0.00416667
529 1 0.6 0.6 0
533 1 0.625 0.625 0.00416667
456 1 0.675 0.575 0.00416667
531 1 0.65 0.6 0.00833333
537 1 0.7 0.6 0
464 1 0.775 0.575 0.00416667
539 1 0.75 0.6 0.00833333
541 1 0.725 0.625 0.00416667
545 1 0.8 0.6 0
547 1 0.85 0.6 0.00833333
549 1 0.825 0.625 0.00416667
472 1 0.875 0.575 0.00416667
553 1 0.9 0.6 0
557 1 0.925 0.625 0.00416667
480 1 0.975 0.575 0.00416667
555 1 0.95 0.6 0.00833333
482 1 0 0.65 0.00833333
484 1 0.05 0.65 0
561 1 0 0.7 0
563 1 0.05 0.7 0.00833333
488 1 0.075 0.675 0.00416667
490 1 0.1 0.65 0.00833333
569 1 0.1 0.7 0
492 1 0.15 0.65 0
496 1 0.175 0.675 0.00416667
498 1 0.2 0.65 0.00833333
571 1 0.15 0.7 0.00833333
577 1 0.2 0.7 0
500 1 0.25 0.65 0
504 1 0.275 0.675 0.00416667
579 1 0.25 0.7 0.00833333
506 1 0.3 0.65 0.00833333
508 1 0.35 0.65 0
585 1 0.3 0.7 0
587 1 0.35 0.7 0.00833333
512 1 0.375 0.675 0.00416667
514 1 0.4 0.65 0.00833333
593 1 0.4 0.7 0
516 1 0.45 0.65 0
520 1 0.475 0.675 0.00416667
595 1 0.45 0.7 0.00833333
522 1 0.5 0.65 0.00833333
524 1 0.55 0.65 0
601 1 0.5 0.7 0
603 1 0.55 0.7 0.00833333
528 1 0.575 0.675 0.00416667
530 1 0.6 0.65 0.00833333
609 1 0.6 0.7 0
532 1 0.65 0.65 0
536 1 0.675 0.675 0.00416667
538 1 0.7 0.65 0.00833333
611 1 0.65 0.7 0.00833333
617 1 0.7 0.7 0
540 1 0.75 0.65 0
544 1 0.775 0.675 0.00416667
619 1 0.75 0.7 0.00833333
546 1 0.8 0.65 0.00833333
548 1 0.85 0.65 0
625 1 0.8 0.7 0
627 1 0.85 0.7 0.00833333
552 1 0.875 0.675 0.00416667
554 1 0.9 0.65 0.00833333
633 1 0.9 0.7 0
556 1 0.95 0.65 0
560 1 0.975 0.675 0.00416667
635 1 0.95 0.7 0.00833333
562 1 0 0.75 0.00833333
564 1 0.05 0.75 0
565 1 0.025 0.725 0.00416667
568 1 0.075 0.775 0.00416667
570 1 0.1 0.75 0.00833333
573 1 0.125 0.725 0.00416667
572 1 0.15 0.75 0
576 1 0.175 0.775 0.00416667
578 1 0.2 0.75 0.00833333
580 1 0.25 0.75 0
581 1 0.225 0.725 0.00416667
584 1 0.275 0.775 0.00416667
586 1 0.3 0.75 0.00833333
588 1 0.35 0.75 0
589 1 0.325 0.725 0.00416667
592 1 0.375 0.775 0.00416667
594 1 0.4 0.75 0.00833333
597 1 0.425 0.725 0.00416667
596 1 0.45 0.75 0
600 1 0.475 0.775 0.00416667
602 1 0.5 0.75 0.00833333
604 1 0.55 0.75 0
605 1 0.525 0.725 0.00416667
608 1 0.575 0.775 0.00416667
610 1 0.6 0.75 0.00833333
613 1 0.625 0.725 0.00416667
612 1 0.65 0.75 0
616 1 0.675 0.775 0.00416667
618 1 0.7 0.75 0.00833333
620 1 0.75 0.75 0
621 1 0.725 0.725 0.00416667
624 1 0.775 0.775 0.00416667
626 1 0.8 0.75 0.00833333
628 1 0.85 0.75 0
629 1 0.825 0.725 0.00416667
632 1 0.875 0.775 0.00416667
634 1 0.9 0.75 0.00833333
637 1 0.925 0.725 0.00416667
636 1 0.95 0.75 0
640 1 0.975 0.775 0.00416667
641 1 0 0.8 0
642 1 0 0.85 0.00833333
643 1 0.05 0.8 0.00833333
644 1 0.05 0.85 0
645 1 0.025 0.825 0.00416667
649 1 0.1 0.8 0
650 1 0.1 0.85 0.00833333
653 1 0.125 0.825 0.00416667
651 1 0.15 0.8 0.00833333
652 1 0.15 0.85 0
657 1 0.2 0.8 0
658 1 0.2 0.85 0.00833333
659 1 0.25 0.8 0.00833333
660 1 0.25 0.85 0
661 1 0.225 0.825 0.00416667
665 1 0.3 0.8 0
666 1 0.3 0.85 0.00833333
667 1 0.35 0.8 0.00833333
668 1 0.35 0.85 0
669 1 0.325 0.825 0.00416667
673 1 0.4 0.8 0
674 1 0.4 0.85 0.00833333
677 1 0.425 0.825 0.00416667
675 1 0.45 0.8 0.00833333
676 1 0.45 0.85 0
681 1 0.5 0.8 0
682 1 0.5 0.85 0.00833333
683 1 0.55 0.8 0.00833333
684 1 0.55 0.85 0
685 1 0.525 0.825 0.00416667
689 1 0.6 0.8 0
690 1 0.6 0.85 0.00833333
693 1 0.625 0.825 0.00416667
691 1 0.65 0.8 0.00833333
692 1 0.65 0.85 0
697 1 0.7 0.8 0
698 1 0.7 0.85 0.00833333
699 1 0.75 0.8 0.00833333
700 1 0.75 0.85 0
701 1 0.725 0.825 0.00416667
705 1 0.8 0.8 0
706 1 0.8 0.85 0.00833333
707 1 0.85 0.8 0.00833333
708 1 0.85 0.85 0
709 1 0.825 0.825 0.00416667
713 1 0.9 0.8 0
714 1 0.9 0.85 0.00833333
717 1 0.925 0.825 0.00416667
715 1 0.95 0.8 0.00833333
716 1 0.95 0.85 0
721 1 0 0.9 0
723 1 0.05 0.9 0.00833333
725 1 0.025 0.925 0.00416667
648 1 0.075 0.875 0.00416667
729 1 0.1 0.9 0
733 1 0.125 0.925 0.00416667
656 1 0.175 0.875 0.00416667
731 1 0.15 0.9 0.00833333
737 1 0.2 0.9 0
664 1 0.275 0.875 0.00416667
739 1 0.25 0.9 0.00833333
741 1 0.225 0.925 0.00416667
745 1 0.3 0.9 0
747 1 0.35 0.9 0.00833333
749 1 0.325 0.925 0.00416667
672 1 0.375 0.875 0.00416667
753 1 0.4 0.9 0
757 1 0.425 0.925 0.00416667
680 1 0.475 0.875 0.00416667
755 1 0.45 0.9 0.00833333
761 1 0.5 0.9 0
763 1 0.55 0.9 0.00833333
765 1 0.525 0.925 0.00416667
688 1 0.575 0.875 0.00416667
769 1 0.6 0.9 0
773 1 0.625 0.925 0.00416667
696 1 0.675 0.875 0.00416667
771 1 0.65 0.9 0.00833333
777 1 0.7 0.9 0
704 1 0.775 0.875 0.00416667
779 1 0.75 0.9 0.00833333
781 1 0.725 0.925 0.00416667
785 1 0.8 0.9 0
787 1 0.85 0.9 0.00833333
789 1 0.825 0.925 0.00416667
712 1 0.875 0.875 0.00416667
793 1 0.9 0.9 0
797 1 0.925 0.925 0.00416667
720 1 0.975 0.875 0.00416667
795 1 0.95 0.9 0.00833333
722 1 0 0.95 0.00833333
724 1 0.05 0.95 0
728 1 0.075 0.975 0.00416667
730 1 0.1 0.95 0.00833333
732 1 0.15 0.95 0
736 1 0.175 0.975 0.00416667
738 1 0.2 0.95 0.00833333
740 1 0.25 0.95 0
744 1 0.275 0.975 0.00416667
746 1 0.3 0.95 0.00833333
748 1 0.35 0.95 0
752 1 0.375 0.975 0.00416667
754 1 0.4 0.95 0.00833333
756 1 0.45 0.95 0
760 1 0.475 0.975 0.00416667
762 1 0.5 0.95 0.00833333
764 1 0.55 0.95 0
768 1 0.575 0.975 0.00416667
770 1 0.6 0.95 0.00833333
772 1 0.65 0.95 0
776 1 0.675 0.975 0.00416667
778 1 0.7 0.95 0.00833333
780 1 0.75 0.95 0
784 1 0.775 0.975 0.00416667
786 1 0.8 0.95 0.00833333
788 1 0.85 0.95 0
792 1 0.875 0.975 0.00416667
794 1 0.9 0.95 0.00833333
796 1 0.95 0.95 0
800 1 0.975 0.975 0.00416667
801 1 0 0 0.0166667
804 1 0.05 0.05 0.0166667
805 1 0.025 0.025 0.0208333
7 1 0.075 0.025 0.0125
809 1 0.1 0 0.0166667
813 1 0.125 0.025 0.0208333
15 1 0.175 0.025 0.0125
812 1 0.15 0.05 0.0166667
817 1 0.2 0 0.0166667
23 1 0.275 0.025 0.0125
820 1 0.25 0.05 0.0166667
821 1 0.225 0.025 0.0208333
825 1 0.3 0 0.0166667
828 1 0.35 0.05 0.0166667
829 1 0.325 0.025 0.0208333
31 1 0.375 0.025 0.0125
833 1 0.4 0 0.0166667
837 1 0.425 0.025 0.0208333
39 1 0.475 0.025 0.0125
836 1 0.45 0.05 0.0166667
841 1 0.5 0 0.0166667
844 1 0.55 0.05 0.0166667
845 1 0.525 0.025 0.0208333
47 1 0.575 0.025 0.0125
849 1 0.6 0 0.0166667
853 1 0.625 0.025 0.0208333
55 1 0.675 0.025 0.0125
852 1 0.65 0.05 0.0166667
857 1 0.7 0 0.0166667
63 1 0.775 0.025 0.0125
860 1 0.75 0.05 0.0166667
861 1 0.725 0.025 0.0208333
865 1 0.8 0 0.0166667
868 1 0.85 0.05 0.0166667
869 1 0.825 0.025 0.0208333
71 1 0.875 0.025 0.0125
873 1 0.9 0 0.0166667
877 1 0.925 0.025 0.0208333
79 1 0.975 0.025 0.0125
876 1 0.95 0.05 0.0166667
6 1 0.025 0.075 0.0125
881 1 0 0.1 0.0166667
885 1 0.025 0.125 0.0208333
14 1 0.125 0.075 0.0125
87 1 0.075 0.125 0.0125
808 1 0.075 0.075 0.0208333
889 1 0.1 0.1 0.0166667
893 1 0.125 0.125 0.0208333
95 1 0.175 0.125 0.0125
816 1 0.175 0.075 0.0208333
897 1 0.2 0.1 0.0166667
22 1 0.225 0.075 0.0125
103 1 0.275 0.125 0.0125
824 1 0.275 0.075 0.0208333
901 1 0.225 0.125 0.0208333
30 1 0.325 0.075 0.0125
905 1 0.3 0.1 0.0166667
909 1 0.325 0.125 0.0208333
38 1 0.425 0.075 0.0125
111 1 0.375 0.125 0.0125
832 1 0.375 0.075 0.0208333
913 1 0.4 0.1 0.0166667
917 1 0.425 0.125 0.0208333
119 1 0.475 0.125 0.0125
840 1 0.475 0.075 0.0208333
46 1 0.525 0.075 0.0125
921 1 0.5 0.1 0.0166667
925 1 0.525 0.125 0.0208333
54 1 0.625 0.075 0.0125
127 1 0.575 0.125 0.0125
848 1 0.575 0.075 0.0208333
929 1 0.6 0.1 0.0166667
933 1 0.625 0.125 0.0208333
135 1 0.675 0.125 0.0125
856 1 0.675 0.075 0.0208333
937 1 0.7 0.1 0.0166667
62 1 0.725 0.075 0.0125
143 1 0.775 0.125 0.0125
864 1 0.775 0.075 0.0208333
941 1 0.725 0.125 0.0208333
70 1 0.825 0.075 0.0125
945 1 0.8 0.1 0.0166667
949 1 0.825 0.125 0.0208333
78 1 0.925 0.075 0.0125
151 1 0.875 0.125 0.0125
872 1 0.875 0.075 0.0208333
953 1 0.9 0.1 0.0166667
957 1 0.925 0.125 0.0208333
159 1 0.975 0.125 0.0125
880 1 0.975 0.075 0.0208333
86 1 0.025 0.175 0.0125
884 1 0.05 0.15 0.0166667
961 1 0 0.2 0.0166667
94 1 0.125 0.175 0.0125
888 1 0.075 0.175 0.0208333
969 1 0.1 0.2 0.0166667
892 1 0.15 0.15 0.0166667
896 1 0.175 0.175 0.0208333
977 1 0.2 0.2 0.0166667
102 1 0.225 0.175 0.0125
900 1 0.25 0.15 0.0166667
904 1 0.275 0.175 0.0208333
110 1 0.325 0.175 0.0125
908 1 0.35 0.15 0.0166667
985 1 0.3 0.2 0.0166667
118 1 0.425 0.175 0.0125
912 1 0.375 0.175 0.0208333
993 1 0.4 0.2 0.0166667
916 1 0.45 0.15 0.0166667
920 1 0.475 0.175 0.0208333
126 1 0.525 0.175 0.0125
924 1 0.55 0.15 0.0166667
1001 1 0.5 0.2 0.0166667
134 1 0.625 0.175 0.0125
928 1 0.575 0.175 0.0208333
1009 1 0.6 0.2 0.0166667
932 1 0.65 0.15 0.0166667
936 1 0.675 0.175 0.0208333
1017 1 0.7 0.2 0.0166667
142 1 0.725 0.175 0.0125
940 1 0.75 0.15 0.0166667
944 1 0.775 0.175 0.0208333
150 1 0.825 0.175 0.0125
948 1 0.85 0.15 0.0166667
1025 1 0.8 0.2 0.0166667
158 1 0.925 0.175 0.0125
952 1 0.875 0.175 0.0208333
1033 1 0.9 0.2 0.0166667
956 1 0.95 0.15 0.0166667
960 1 0.975 0.175 0.0208333
166 1 0.025 0.275 0.0125
964 1 0.05 0.25 0.0166667
965 1 0.025 0.225 0.0208333
167 1 0.075 0.225 0.0125
174 1 0.125 0.275 0.0125
968 1 0.075 0.275 0.0208333
973 1 0.125 0.225 0.0208333
175 1 0.175 0.225 0.0125
972 1 0.15 0.25 0.0166667
976 1 0.175 0.275 0.0208333
182 1 0.225 0.275 0.0125
183 1 0.275 0.225 0.0125
980 1 0.25 0.25 0.0166667
981 1 0.225 0.225 0.0208333
984 1 0.275 0.275 0.0208333
190 1 0.325 0.275 0.0125
988 1 0.35 0.25 0.0166667
989 1 0.325 0.225 0.0208333
191 1 0.375 0.225 0.0125
198 1 0.425 0.275 0.0125
992 1 0.375 0.275 0.0208333
997 1 0.425 0.225 0.0208333
199 1 0.475 0.225 0.0125
996 1 0.45 0.25 0.0166667
1000 1 0.475 0.275 0.0208333
206 1 0.525 0.275 0.0125
1004 1 0.55 0.25 0.0166667
1005 1 0.525 0.225 0.0208333
207 1 0.575 0.225 0.0125
214 1 0.625 0.275 0.0125
1008 1 0.575 0.275 0.0208333
1013 1 0.625 0.225 0.0208333
215 1 0.675 0.225 0.0125
1012 1 0.65 0.25 0.0166667
1016 1 0.675 0.275 0.0208333
222 1 0.725 0.275 0.0125
223 1 0.775 0.225 0.0125
1020 1 0.75 0.25 0.0166667
1021 1 0.725 0.225 0.0208333
1024 1 0.775 0.275 0.0208333
230 1 0.825 0.275 0.0125
1028 1 0.85 0.25 0.0166667
1029 1 0.825 0.225 0.0208333
231 1 0.875 0.225 0.0125
238 1 0.925 0.275 0.0125
1032 1 0.875 0.275 0.0208333
1037 1 0.925 0.225 0.0208333
239 1 0.975 0.225 0.0125
1036 1 0.95 0.25 0.0166667
1040 1 0.975 0.275 0.0208333
1041 1 0 0.3 0.0166667
1044 1 0.05 0.35 0.0166667
1045 1 0.025 0.325 0.0208333
247 1 0.075 0.325 0.0125
1049 1 0.1 0.3 0.0166667
1053 1 0.125 0.325 0.0208333
255 1 0.175 0.325 0.0125
1052 1 0.15 0.35 0.0166667
1057 1 0.2 0.3 0.0166667
263 1 0.275 0.325 0.0125
1060 1 0.25 0.35 0.0166667
1061 1 0.225 0.325 0.0208333
1065 1 0.3 0.3 0.0166667
1068 1 0.35 0.35 0.0166667
1069 1 0.325 0.325 0.0208333
271 1 0.375 0.325 0.0125
1073 1 0.4 0.3 0.0166667
1077 1 0.425 0.325 0.0208333
279 1 0.475 0.325 0.0125
1076 1 0.45 0.35 0.0166667
1081 1 0.5 0.3 0.0166667
1084 1 0.55 0.35 0.0166667
1085 1 0.525 0.325 0.0208333
287 1 0.575 0.325 0.0125
1089 1 0.6 0.3 0.0166667
1093 1 0.625 0.325 0.0208333
295 1 0.675 0.325 0.0125
1092 1 0.65 0.35 0.0166667
1097 1 0.7 0.3 0.0166667
303 1 0.775 0.325 0.0125
1100 1 0.75 0.35 0.0166667
1101 1 0.725 0.325 0.0208333
1105 1 0.8 0.3 0.0166667
1108 1 0.85 0.35 0.0166667
1109 1 0.825 0.325 0.0208333
311 1 0.875 0.325 0.0125
1113 1 0.9 0.3 0.0166667
